ID;Deal ID;Data source type;URL;File;Publication title;Date;Name;Organisation;Email;Phone;Open Contracting ID;Comment on data source
32oOUk__;5866;Government sources;https://e-services.davr.gov.ua/parlor/p-permit-registry/view-permit?id=23331;uploads/view-permission_22.pdf;Permission for special water use №54 / PL / 49d-20 dated 17.04.2020;2020;;;;;;
7_Kg962T;5866;Media report;https://latifundist.com/kompanii/858-palmira;uploads/Придніпровський край — Latifundist.com.pdf;;;;;;;;General information about the company - location, year of negotiation and processing facilities info
5NB0u1Pi;5866;Media report;https://agroreview.com/content/zernovyj-korydor-yakshho-rf-pogodylasya-na-podibni-peregovory-to-vysuvatyme-nepryjnyatni-dlya-ukrayiny-umovy-ekspert/;;;2019;;;;;;About irrigation
nXl-yUgg;5870;Company sources;https://www.kernel.ua/ua/;uploads/current_report_23_2017_eng.pdf;;2017-06-02;;;;;;
EGiMH-3o;5870;Company sources;https://www.kernel.ua/ua/;uploads/current_report_24_2017_eng.pdf;;2017-06-09;;;;;;
cyV9aTbF;5870;Government sources;http://sumska.land.gov.ua/;uploads/sumskalandgovua.pdf;;;;;;;;
fIp2N4US;5870;Government sources;http://www.amc.gov.ua/amku/control/main/uk/index;uploads/amcgovuaamkucontrolmainukindex.pdf;;;;;;;;
x4o6CvYA;5870;Media report;http://www.anyfoodanyfeed.com/ru/companies/company/7967/;uploads/anyfoodanyfeedcomrucompaniescompany7967.pdf;;;;;;;;
HlMv3sLv;5870;Government sources;https://usr.minjust.gov.ua/ua/freesearch;uploads/susrminjustgovuauafreesearch.pdf;;;;;;;;
W7Ewg6nU;5870;Company sources;https://www.kernel.ua/ua/;uploads/skerneluaua.pdf;;;;;;;;
uHlbccZU;5870;Company sources;https://www.kernel.ua/wp-content/uploads/2019/09/Kernel_FY2019_Annual_Report.pdf;;;;;;;;;Annual report 2019
TiIb5diy;5870;Media report;https://youcontrol.com.ua/en/contractor/?id=12388819#express-universal-file;uploads/PP _BUYMERSKE_ - YouControl.pdf;;;;;;;;Detail info on the operating company.
rWO_IyFx;5870;Government sources;https://e-services.davr.gov.ua/parlor/p-permit-registry/view-permit?id=10392;uploads/Перегляд дозволу_vQdBQfK.pdf;;;;;;;;Permit for special water use
H4UZ-a-4;5870;Media report;https://ntgazeta.com.ua/trostjanechchina/5139-zemelnij-shok-abo-jak-bov-ne-vdalosja-povsiti-sob-medal-za-zaslugi-vd-rajradi.html;uploads/ЗЕМЕЛЬНИЙ «ШОК», або як Бові не вдалося повісити собі «медаль за заслуги» від райради » Офіційна сторінка газети _Тиждень_ м. Тростянець.pdf;;;;;;;;Leasing fee
Ln1Jvdxo;5870;Media report;https://www.trostyanets.info/public/novyny/pokazaty/pro-nas-pishut-dobudovuyut-fortecyu;uploads/Про нас пишуть_ _Добудовують «фортецю», що захистить від насильства_ (Голос України) - Тростянець.info.pdf;;;;;;;;Materialized benefits 
LiSN6Rt8;5883;Media report;https://www.confectionerynews.com/Article/2014/07/24/Ritter-cocoa-planation-in-Nicaragua-Future-of-sourcing?utm_source=copyright&utm_medium=OnSite&utm_campaign=copyright;uploads/sconfectionerynewscomarticle20140724ritter-cocoa-planation-in-nicaragua-future-of-sourcingutm_sourcecopyrightutm_mediumonsiteutm_campaigncopyright.pdf;‘New chapter’ in sourcing: Ritter controls supply chain with own cocoa plantation in Nicaragua;2014-07-23;;;;;;
JVLoidQz;5883;Company sources;;uploads/sritter-sportdeexportsitesdefaultgalleriesdownloadsritter-nhb-2016_gb_seitepdf.pdf;;2017-01-01;;;;;;URL original https://www.ritter-sport.de/export/sites/default/.galleries/downloads/Ritter-NHB-2016_GB_Seite.pdf expirado. No se encontró URL equivalente.
SEhhTRkB;5883;Company sources;https://registry.goldstandard.org/projects/details/1720;uploads/Registro GSF_fxyGdRR.pdf;Sistema de plantación sostenible de cacao (agroforestería) en el Oriente de Nicaragua;2024;;;;;;
4Sogkkc_;5883;Company sources;https://registry.goldstandard.org/projects/details/1720;uploads/GS4708_GS 4708 Key Project Information.pdf;Key Project Information Version: 0.9 (Road-Test);2020-07-09;;;;;;Descripción general del proyecto 
XIaKNu8T;5883;Company sources;https://registry.goldstandard.org/projects/details/1720;uploads/GS4708_GS4708 Validation Report.pdf;VALIDATION REPORT FOR GOLD STANDARD A/R REGISTRATION ALFRED RITTER GMBH SUSTAINABLE COCOA PLANTATION SYSTEM (AGROFORESTRY) IN EAST NICARAGUA GOLD STANDARD REF. NO.: GS4708 Report No: 8000464147-16/120;2020-07-01;;;;;;Reporte de Validación
NrKU_e8K;5883;Company sources;https://rittersport.com.mx/el-cacao/;uploads/El Cacao _ Ritter Sport.pdf;Únase a nosotros en un viaje a EL CACAO;2024;;;;;;
s-hykt9w;5892;Research Paper / Policy Report;https://www.hrw.org/report/2017/10/25/forced-leave/commercial-farming-and-displacement-zambia;uploads/shrworgreport20171025forced-leavecommercial-farming-and-displacement-zambia.pdf;“Forced to Leave”  Commercial Farming and Displacement in Zambia;2017-10-25;;Human Rights Watch;;;;
hB_2FVyx;5892;Company sources;https://static1.squarespace.com/static/5ce287fecd731b0001047515/t/5d0f8768a71ad00001053707/1561298950440/2017+Annual+ESG+Review.pdf;uploads/2017+Annual+ESG+Review.pdf;Annual Impact and ESG Report 2017;2017;;The Silverlands Fund;;;;URL not found: https://www.google.co.za/url?sa=t&rct=j&q=&esrc=s&source=web&cd=4&cad=rja&uact=8&ved=0ahUKEwiQ4evIyeHYAhUsJMAKHULaA00QFgg4MAM&url=https%3A%2F%2Fwww.silverstreetcapital.com%2Fpositive-social-impact%2Fannual-esg-report-2017&usg=AOvVaw14IXBS8zgNWEmE8zb4699D
1fNOcOFx;5892;Other;https://www.opic.gov/sites/default/files/files/9000026044.pdf;uploads/sopicgovsitesdefaultfilesfiles9000026044pdf.pdf; PROJECT INFORMATION SUMMARY FOR THE PUBLIC;;;OPIC project information;;;;
G6T-ZZ3p;5892;Company sources;https://www.silverstreetcapital.com/annual-reports;uploads/2023+Annual+Impact+and+ESG+Report+-+Final+compressed+v1_0kvDDMA.pdf;2023 Annual Impact and ESG Report The Silverlands Funds;2023;;;;;;Too large to upload
9vvN0jG4;5892;Company sources;https://www.miga.org/sites/default/files/archive/Documents/ESRS_Zambia_SZL_final.pdf;uploads/Environmental and Social Review Summary _2016.pdf;Environmental and Social Review Summary Silverlands Zambia Ltd. ;2016-03-28;;miga;;;;
ppb5pJY7;5892;Company sources;https://www-silverstreetcapital-com.translate.goog/zambian-grains?_x_tr_sl=en&_x_tr_tl=nso&_x_tr_hl=nso&_x_tr_pto=op,sc;uploads/Zambian Grains — SilverStreet Capital.pdf;Zambian Grains — SilverStreet Capital;;;SilverStreet Capital;;;;
vm--Ozlr;5892;Company sources;https://www.miga.org/project/silverlands-zambia-limited-szl-1;uploads/Silverlands Zambia Limited (SZL) _ World Bank Group Guarantees _ MIGA.pdf; Silverlands Zambia Limited (SZL) $18.9 million Agribusiness Environmental and Social Review Summary Not Active;2025;;Miga.org;;;;
AIQoesyn;5892;Other;;;Google Earth pro;2024-07-30;;;;;;The shapefile polygon was delineated from Google Earth pro accessed on 2025-05-30
CZ5xr4Y9;5894;Research Paper / Policy Report;https://www.hrw.org/report/2017/10/25/forced-leave/commercial-farming-and-displacement-zambia;uploads/shrworgreport20171025forced-leavecommercial-farming-and-displacement-zambia.pdf;;;;;;;;"“Forced to Leave”
Commercial Farming and Displacement in Zambia"
NL1etQXB;5894;Media report;http://www.times.co.zm/?p=100107;uploads/Times of Zambia _ Compensate them – Lungu.pdf;COMPENSATE THEM – LUNGU;;;;;;;
Y_YzQUI6;5900;Company sources;;uploads/silverstreetcapitalcominvestmentssilverlands-zambian-grain-farms.pdf;Zambian Grain Farms;;;silver street capital;;;;URL no longer working:https://www.silverstreetcapital.com/investments/silverlands-zambian-grain-farms
jSocdv92;5900;Company sources;https://www.silverstreetcapital.com/s/2017-Annual-ESG-Review-m9bc.pdf;uploads/2017-annual-esg-review.pdf;ESG Report 2017;2017;;Silver Street Capital;;;;Annual ESG report 2017
ob7d9VOb;5900;Media report;https://www.proagri.co.za/en/landscaping-future-irritech-valley/;uploads/landscaping-the-future-with-irritech-and-valley-proagri.pdf;Landscaping the future with Irritech and Valley;2017-04-07;;Pro Agri;;;;
wgXaywDq;5900;Company sources;;uploads/silverstreet-private-equity-strategies-sicar-silverlands-fund-_-cdc-group.pdf;;;;CDC ;;;;"CDC WEBSITE
URL not found:https://cdc.dusted.com/en/our-investments/fund/silverstreet-private-equity-strategies-sicar-silverlands-fund/"
BJ0RNQz6;5900;Company sources;https://www.silverstreetcapital.com/s/Annual-Impact-and-ESG-Report-2020.pdf;uploads/Annual+Impact+and+ESG+Report+2020_6xCzKYj.pdf;2020 Annual Impact and ESG Report The Silverlands Funds;2020;;Silver Street Capital;;;;
DQcGOgRF;5900;Media report;https://www.agriinvestor.com/silverstreets-silverlands-fund-makes-impact-investment-in-zambia/;uploads/5900_x.pdf;To be able to copy & paste content to share with others please contact us at subscriptions@pei.group to upgrade your subscription to the appropriate licence;2015;;Agri investor;;;;
FnSJLOA7;5900;Other;;;Google Earth Pro;2024-08-06;;;;;;Shapefile polgyon was delineated from Google Earth Pro accessed on 2025-05-30
06yycCwn;5901;Company sources;https://www.silverstreetcapital.com/s/2017-Annual-ESG-Review-m9bc.pdf;uploads/2017-annual-esg-review.pdf;Annual report 2017;2017;;SilverStreet Capital;;;;
o4RvxWkt;5901;Company sources;http://www.cbl.co.za/financials/ar2016/downloads/group-profile.pdf;uploads/cblcozafinancialsar2016downloadsgroup-profilepdf.pdf;GROUP PROFILE;;;Crookes Brothers Limited;;;;
T69FZnUZ;5901;Media report;;uploads/agdevco-expands-portfolio-in-mozambique-to-develop-the-banana-industry.pdf;AgDevCo expands portfolio in Mozambique to develop the banana industry;2021-07;;;;;;The URL is no longer working- https://www.agdevco.com/uploads/News/Press%20Release_QBV_July%202021.pdf
dSEbI4cb;5901;Company sources;https://www.cbl.co.za/wp-content/uploads/2019/06/Integrated-Report-2019.pdf;uploads/Integrated-Report-2019.pdf;Crookes Brothers Limited Integrated Report 2019;2019;;Crookes Brothers Limited ;;;;
JLRYQITG;5901;Company sources;https://www.cbl.co.za/wp-content/uploads/2018/06/Crookes-IR.pdf;uploads/IR-2017.pdf;Crookes Brothers Limited Integrated Report 2017;2017;;Crookes Brothers Limited;;;;
Pe4UQAYo;5901;Company sources;https://static1.squarespace.com/static/5ce287fecd731b0001047515/t/5ddfcf295043fe7cebdd3b09/1574948747055/FINAL+short+2019+Annual+ESG+Review+%28med+res%29.pdf;uploads/FINAL+short+2019+Annual+ESG+Review+(med+res).pdf;Annual ESG Review 2019;2019;;SilverStreet capital;;;;
-4w1yy-z;5901;Company sources;https://www.silverstreetcapital.com/s/Annual-Impact-and-ESG-Report-2020.pdf;uploads/Annual+Impact+and+ESG+Report+2020_7H4qSbZ.pdf;2020 Annual Impact and ESG Report The Silverlands Funds;2020;;Silver Street Capital;;;;
cYpsvtEq;5901;Media report;https://www.farmlandgrab.org/post/view/30423-agdevco-expands-in-mozambique-invests-3-million-to-develop-banana-industry;uploads/5901_8.pdf;AgDevco expands in Mozambique, invests $3 million to develop banana industry;2021-07-29;;Global AgInvesting Media;;;;
vHHVzVyv;5901;Company sources;https://www.cbl.co.za/wp-content/uploads/2024/07/IR_2024.pdf;uploads/5901_.pdf;2024 Integrated Report;2024;;Crookes Brothers;;;;
RAe-MWgX;5902;Company sources;https://www.silverstreetcapital.com/vineyards;uploads/silverstreetcapitalcominvestmentssilverlands-vineyards-propriety-limited.pdf;;;;Silver Street Capital;;;;
SUrdr4Cv;5902;Media report;;uploads/sneweracomna20161116decent-shelter-for-aussenkehr-residents.pdf;New Era- Decent shelter for Aussenkehr residents;2016-11-16;;New Era;;;;URL no longer working:https://www.newera.com.na/2016/11/16/decent-shelter-for-aussenkehr-residents/
waIuP93W;5902;Company sources;https://www.miga.org/Documents/Stakeholder%20Engagement%20and%20Grievance%20Mechanism%20(Final).pdf;uploads/smigaorgdocumentsstakeholder20engagement20and20grievance20mechanism20finalpdf.pdf;STAKEHOLDER ENGAGEMENT PLAN & GRIEVANCE MECHANISM;2015-07;;Miga;;;;
7_Of1TEu;5902;Company sources;https://www.silverstreetcapital.com/s/2017-Annual-ESG-Review-m9bc.pdf;uploads/silverstreetcapitalcom.pdf;ESG Report 2017;2017;;Silver street Capital;;;;Annual Report 2017
NeIOoLWL;5902;Company sources;https://www.miga.org/project/silverlands-vineyards-pty-ltd-0;uploads/5902_5.pdf;Silverlands Vineyards (Pty) Ltd.;2017;;Miga;;;;Silverlands Vineyards (Pty) Ltd. _ Multilateral Investment Guarantee Agency _ World Bank Group
ds94oeJc;5902;Company sources;https://www.silverstreetcapital.com/s/Annual-Impact-and-ESG-Report-2020.pdf;uploads/5902_6.pdf;2020 Annual Impact and ESG Report The Silverlands Funds;2020;;silverstreet capital;;;;
oOOx9wdD;5914;Research Paper / Policy Report;;uploads/tni_2012_financing_dispossession.pdf;China's Opium Substitution Programme in Northern Burma;2012-02-01;Tom Kramer & Kevin Woods;Transnational institute (TNI) - Drugs & Democracy programme;drugs@tni.org;+31-20-6626608;;Page 76
WtqKULSc;5914;Research Paper / Policy Report;https://journals.sagepub.com/doi/abs/10.1177/0308518X19863066;uploads/su-lim-2019-opium-substitution-reciprocal-control-and-the-tensions-of-geoeconomic-integration-in-the-china-myanmar.pdf;Opium substitution, reciprocal control and the tensions of geoeconomic integration in the China–Myanmar Border;2019-06-12;;;;;;Over the past decade, the Chinese state has launched a strategic opium substitution program to support agricultural firms in Yunnan province to invest in northern Myanmar, which is second only to Afghanistan in drug production. These Yunnanese firms are encouraged to collaborate with or hire ex-poppy farmers to plant rubber, sugarcane, tea, corn, and other crops so that these farmers can leave the drug economy successfully. This paper examines the context and challenges of this program through a framework that highlights the tensions between geopolitics and geoeconomics. At one level, the framework demonstrates how the geopolitics–geoeconomics relationship is reinforced by reciprocal control: the promise of monetary profits has become a strategic tool for the Chinese state to implement narcotics control in northern Myanmar. At another level, however, reciprocity is manifested unevenly as not all private producers respond to this strategy in a positive and engaged manner. This unevenness inevitably generates regulatory tensions at multiple scales and underscores, in turn, how border security remains intrinsically unstable vis-a-vis attempts at geoeconomic integration.
powGlpSR;5914;Crowdsourcing;https://thepeoplesmap.net/2021/05/25/a-disappointing-harvest-chinas-opium-replacement-investments-in-northern-myanmar-since-2009/;uploads/A Disappointing Harvest_ China’s Opium Replacement Investments in Northern Myanmar Since 2009 - The People's Map of Global China_RDCNRPN.pdf;A Disappointing Harvest: China’s Opium Replacement Investments in Northern Myanmar Since 2009;2021-05-25;Edmund Downie;The People's Map of Global China;;;;
a9r5Gw0i;5918;Research Paper / Policy Report;https://reliefweb.int/report/myanmar/financing-dispossession-china-s-opium-substitution-programme-northern-burma;uploads/tni_2012_financing_dispossession.pdf;Financing Disposseession. China's Opium Substitution Programme in Northern Burma;2012-02-01;Tom Kramer & Kevin Woods;Transnational institute (TNI) - Drugs & Democracy programme;drugs@tni.org;;;Page 52
N0oAyP9k;5918;Crowdsourcing;https://thepeoplesmap.net/2021/05/25/a-disappointing-harvest-chinas-opium-replacement-investments-in-northern-myanmar-since-2009/;uploads/A Disappointing Harvest_ China’s Opium Replacement Investments in Northern Myanmar Since 2009 - The People's Map of Global China_usx5AGL.pdf;A Disappointing Harvest: China’s Opium Replacement Investments in Northern Myanmar Since 2009;2021-05-25;Edmund Downie;The People's Map of Global China;;;;
4ELLgWU9;5929;Company sources;http://www.agrogeneration.com/ua/news/731;uploads/agrogenerationcomuanews731.pdf;;2016-09-13;;;;;;
gKkqQ4zb;5929;Company sources;http://www.agrogeneration.com/files/reports/regular/AGG%20Conso%20FS_31_12_2016ENG24042017.pdf;uploads/agrogenerationcomfilesreportsregularagg20conso20fs_31_12_2016eng24042017pdf.pdf;;;;;;;;
4eu1AuCr;5929;Government sources;https://usr.minjust.gov.ua/ua/freesearch;uploads/__rNgrd6P.pdf;;;;;;;;Parent company based in Ukraine.
agXycmXZ;5929;Media report;http://www.anyfoodanyfeed.com/ru/companies/company/7613/;uploads/anyfoodanyfeedcomrucompaniescompany7613.pdf;;;;;;;;
wJQgE0hT;5929;Media report;http://landlord.ua/evro-dollaryi-zemlya/;uploads/susrminjustgovuauafreesearch.pdf;;2016-06-10;;;;;;
hxI5RD44;5929;Media report;https://youcontrol.com.ua/en/contractor/?id=12197560&tb=external-economies;uploads/agrozim_tjqTcxq. LLC - YouControl;;;;;;;;Export information.
PHlDITau;5929;Government sources;https://usr.minjust.gov.ua/ua/freesearch;uploads/__SM7v23n.pdf;;;;;;;;
8c9wFIt6;5929;Company sources;http://www.agrogeneration.com/files/reports/press/PR_Sale%20of%20Sumy_VF%20%281%29.pdf;uploads/pr_sale-of-sumy_vf-1_HsP4hZs.pdf;;;;;;;;About acquisition.
FEBKjE2I;5929;Media report;https://opendatabot.ua/c/34171584#history-frombot;;;;;;;;;
1B7sBato;5929;Media report;https://shostka-rada.gov.ua/edinij_informden/;;;2011;;;;;;Processing facilities 
Essi-cvb;5931;Company sources;http://www.agrogeneration.com/files/reports/regular/AGG%20Conso%20FS_31_12_2016ENG24042017.pdf;uploads/agrogenerationcomfilesreportsregularagg20conso20fs_31_12_2016eng24042017pdf.pdf;;2016-12-31;;;;;;
j-dIlEED;5931;Media report;http://silski-novini.at.ua/news/z_lanu_zhniva_pochinajutsja_59_vid_19_lipnja_2016_roku/2016-07-19-821;uploads/silski-noviniatuanewsz_lanu_zhniva_pochinajutsja_59_vid_19_lipnja_2016_roku2016-07-19-821.pdf;;2016-07-19;;;;;;
nwxhA8Bt;5931;Media report;http://agro-online.com.ua/uk/public/blog/18518/details/;uploads/interfaxcomuanewseconomic73155html.pdf;;2011-07-06;;;;;;
8-QPRZD9;5931;Media report;https://delo.ua/business/sigmableyzer-poluchil-razresheni-160415/;uploads/sdelouabusinesssigmableyzer-poluchil-razresheni-160415.pdf;;2011-07-06;;;;;;
OyzXEDcY;5931;Media report;http://www.anyfoodanyfeed.com/ru/companies/company/6183/;uploads/anyfoodanyfeedcomrucompaniescompany6183.pdf;;;;;;;;
XLYUuI_i;5931;Media report;https://superagronom.com/blog/90-agroekspeditsiya-posivna-2017-harkivschina-agrogeneration-i-traygon-farming-harkiv-agromino;uploads/agro-onlinecomuaukpublicblog18518details.pdf;;2017-04-25;;;;;;
zJSNmERV;5931;Media report;http://silski-novini.at.ua/news/dbajlivim_gospodarem_selo_trimaetsja_45_vid_31_travnja_2016_roku/2016-05-31-808;uploads/ssuperagronomcomblog90-agroekspeditsiya-posivna-2017-harkivschina-agrogeneration-i-traygon-farming-harkiv-agromino.pdf;;2016-05-01;;;;;;
4cjlNbq0;5931;Media report;https://opendatabot.ua/c/32276472?utm_source=messenger&utm_medium=bot;uploads/silski-noviniatuanewsdbajlivim_gospodarem_selo_trimaetsja_45_vid_31_travnja_2016_roku2016-05-31-808.pdf;;2016-05-31;;;;;;Information from the National register of entities.
pnBr2lsO;5931;Company sources;https://agrogeneration.com/files/reports/press/PR_AGG_ukraine_DEF_fin%20fin.pdf;uploads/PR_AGG_ukraine_DEF_fin fin_LxAKOn4.pdf;;2022-06-16;;;;;;
mBY3cYae;5931;Government sources;https://e-services.davr.gov.ua/parlor/p-permit-registry/view-permit?id=7795;uploads/2_merged.pdf;;2022-06-21;;;;;;Permissions for special water use. The date of access to the website is indicated
-HE404hU;5931;Other;https://youcontrol.com.ua/catalog/court-document/111830430/;uploads/Ухвала суду № 111830430 від 27.06.2023 , Юр'ївський районний суд Дніпропетровської області — справа № 198_32_22.pdf;Court ruling № 111830430, 27.06.2023, Yurievsky District Court of Dnipropetrovska oblast;2023-06-27;;YouControl;;;;Land conflict
KS_CVGX0;5931;Other;https://youcontrol.com.ua/catalog/court-document/111570955/;uploads/Ухвала суду № 111570955 від 15.06.2023 , Юр'ївський районний суд Дніпропетровської області — справа № 198_98_22.pdf;Court ruling № 111570955, 15.06.2023, Yurievsky District Court of Dnipropetrovska oblast;2023-06-15;;YouControl;;;;Land conflict
aVui4vIj;5931;Other;https://youcontrol.com.ua/en/contractor/?id=9250194&tb=ground-section;uploads/Ð_ÐµÐ¼ÐµÐ»Ñ_Ð½Ñ__Ð´Ñ_Ð»Ñ_Ð½ÐºÐ¸_32276472_Ð¡Ð¢Ð_Ð__Ð_Ð_Ð__2024-09-29_22-38.xlsx;;2024-09-29;;;;;;About дand plots from the aggregator of the national registers. The date of access to the website is indicated
L0lreL4E;5931;Other;https://youcontrol.com.ua/en/contractor/?id=9250194&tb=personal;uploads/Staff LAN ALLC - YouControl.pdf;;2024-09-29;;;;;;Information about staff
Fd8-1Dti;5931;Other;https://youcontrol.com.ua/en/contractor/?id=9250194&tb=external-economies;uploads/FEA LAN ALLC - YouControl.pdf;;2024-09-29;;;;;;About export in 2020
nr8NM__Y;5931;Media report;https://tripoli.land/ua/farmers?erdpou=32276472;uploads/Lan LLC, 32276472.pdf;;2024-09-29;;;;;;About land plots and locations
Ubg_vsP0;5931;Government sources;https://e-services.davr.gov.ua/parlor/p-permit-registry/view-permit?id=43449;uploads/Permission for water use Lan LLC.pdf;;;;;;;;Permission for special water use №163/HR/49д-24 dated from 10.09.2024 to 10.09.2029 for drinking and sanitary, production needs
lL4Pirn0;5931;Media report;https://tripoli.land/ua/farmers?erdpou=32276472;uploads/Crop Lan LLC 2022.pdf;;2024-09-29;;;;;;About crop in 2022. The date of access to the website is indicated
Tu6M_Bf3;5931;Company sources;https://agrogeneration.com/ua/news/521;uploads/«ЛАН» подтверждает лидерство в районе по сбору подсолнечника.pdf;;2015-04-03;;;;;;
NupOl-Hp;5931;Company sources;https://agrogeneration.com/ua/news/shidniy-klaster-socialna-vidpovidalnist;uploads/Східний кластер_ соціальна відповідальність – заради майбутнього.pdf;;2016-12-20;;;;;;
vXc4e3WZ;5936;Research Paper / Policy Report;;uploads/tni_2012_financing_dispossession.pdf;Financing Dispossession China’s Opium Substitution Programme in Northern Burma;2012-02-01; Tom Kramer & Kevin Woods;Transnational institute (TNI) - Drugs & Democracy programme;drugs@tni.org;+31-20-6626608;;Page: 77
oDAoqPAE;5936;Crowdsourcing;https://thepeoplesmap.net/2021/05/25/a-disappointing-harvest-chinas-opium-replacement-investments-in-northern-myanmar-since-2009/;uploads/A Disappointing Harvest_ China’s Opium Replacement Investments in Northern Myanmar Since 2009 - The People's Map of Global China_c2rWMMT.pdf; A Disappointing Harvest: China’s Opium Replacement Investments in Northern Myanmar Since 2009;2021-05-25; Edmund Downie; The People's Map of Global China;;;;
SBcKgzqo;5938;Research Paper / Policy Report;;uploads/tni_2012_financing_dispossession.pdf;Financing Dispossession China’s Opium Substitution Programme in Northern Burma;2012-02-01;Tom Kramer & Kevin Woods;Transnational institute (TNI) - Drugs & Democracy programme;drugs@tni.org; +31-20-6626608;;Page: 77
H7ahcEND;5938;Crowdsourcing;https://thepeoplesmap.net/2021/05/25/a-disappointing-harvest-chinas-opium-replacement-investments-in-northern-myanmar-since-2009/;uploads/A Disappointing Harvest_ China’s Opium Replacement Investments in Northern Myanmar Since 2009 - The People's Map of Global China_1A8O8vE.pdf;A Disappointing Harvest: China’s Opium Replacement Investments in Northern Myanmar Since 2009;2021-05-25; Edmund Downie;The People's Map of Global China;;;;
ASIfgJtL;5939;Media report;http://www.1.zt.ua/news/kriminal/v-chudnivskomu-rayoni-prokuratura-vimagaye-povernuti-derzhavi-808-ga-zemli.html;uploads/propozitsiyacomuakrashchyy-gospodar-v-ukrayin-dosvid-gospodarst.pdf;;2010-12-28;;;;;;Media report about the land conflict
Z9XHPU_1;5939;Government sources;"http://www.amc.gov.ua/amku/control/main/uk/publish/article/147114;jsessionid=DDD655E58190B987185949AEE1888517.app1";uploads/1ztuanewskriminalv-chudnivskomu-rayoni-prokuratura-vimagaye-povernuti-derzhavi-808-ga-zemlihtml.pdf;;2022-09-15;;;;;;Change of ownership
I5nfJk9F;5939;Company sources;http://kustoagro.com/agrarnij-fond-tereshhenka-nove-pidpriyemstvo-kusto-agro/;uploads/-kustoagro.pdf;;2021-04-15;;;;;;The operating company was bought by Kusto Inc
hq3duJKi;5939;Government sources;https://amcu.gov.ua/storage/app/sites/1/imported_content/5d690c542cfa9.pdf;uploads/5d690c542cfa9.pdf;;2019-01-29;;;;;;The antimonopoly committee decided that there is no land concertation about Kusto Group buying Agro Fund Tereshchenko LLC
Q2SrMSD1;5939;Media report;https://elevatorist.com/kompanii/140-kusto-agro;uploads/Кусто Агро — Elevatorist.com_P6Q7vFZ.pdf;;2024-12-11;;;;;;"
About Kusto Group's activities in Ukraine. The date of access to the website is indicated"
AYPWNCNY;5939;Media report;https://elevatorist.com/blog/read/221-top-100-samyih-dohodnyih-elevatorov-ukrainyi;uploads/ТОП-100 самых доходных элеваторов Украины — Elevatorist.com_g4FdRD5.pdf;;2016-10-06;;;;;;Kusto Group's elevators were among the largest in Ukraine.
HUpTxj2Z;5939;Media report;https://www.the-village-kz.com/village/city/situation/29247-kak-kazahstanskie-predprinimateli-pomogayut-ukraine;uploads/Как казахстанские предприниматели помогают Украине — The Village Казахстан_Xf4Aj8q.pdf;;2023-02-24;;;;;;About helping Ukrainians.
Ll1DPWkA;5939;Media report;https://agroportal.ua/news/novosti-kompanii/kusto-agro-zibrala-pizni-kulturi-urozhaynist-mensha-ale-visoka-yakist;uploads/Кусто Агро зібрала пізні культури_ урожайність менша, але висока якість — AgroPortal.ua_EbXKqus.pdf;;2024-10-15;;;;;;About the harvest.
7-EB6fRD;5939;Media report;https://forbes.kz/articles/kanat_kopbaev_gosudarstvo_ne_vyipolnyaet_obyazatelstv_po_kontraktu_myi_teryaem_sotni_millionov_dollarov;uploads/Канат Копбаев, Kusto Group_GVofpzR.pdf;Kanat Kopbayev, Kusto Group: The state does not fulfill its obligations, we lose hundreds of millions of dollars;2022-04-29;;;;;;On the challenges of doing business in Ukraine due to the russian invasion.
clAL0e8h;5939;Media report;https://forbes.kz/articles/kak_razvivat_agrobiznes_v_usloviyah_voynyi;uploads/Як Kusto Group займається агробізнесом в Україні в умовах війни_Bvoe4tV.pdf;How Kusto Group is engaged in agribusiness in Ukraine during the war;2022-12-02;;;;;;The operating company is developing despite the war
D1T-qC4v;5939;Media report;https://forbes.kz/articles/kusto_agro_sobrala_urojay_ozimyih_v_ukraine;uploads/Kusto Agro собрала урожай озимых в Украине_RbyFhnO.pdf;Kusto Agro harvested winter crops in Ukraine;2022-08-11;;;;;;
XRsYCyYa;5939;Media report;https://www.ukrinform.ua/rubric-vidbudova/3751082-kazahskij-biznes-dopomagae-ukraini-vidnovluvati-zrujnovani-obstrilami-socialni-ta-energoobekti.html;uploads/Казахський бізнес допомагає Україні відновлювати зруйновані обстрілами соціальні та енергооб'єкти_gTJMrRx.pdf;Kazakh business helps Ukraine restore social and energy facilities destroyed by shelling;2023-08-21;;;;;;
B8NtjC-R;5939;Media report;https://www.agravery.com/uk/posts/show/posivni-plosi-soi-v-kusto-group-stanovlat-13-tis-ga;uploads/Посівні площі сої в Kusto Group становлять 13 тис. га_WlUEdDJ.pdf;;2024-06-18;;;;;;About soybean acreage in 2024.
kIBmmpMG;5939;Other;https://youcontrol.com.ua/en/contractor/?id=10628209#express-universal-file;uploads/LLC _KUSTO AGRO FARMING_ - YouControl_fhI7gUG.pdf;;2024-12-11;;;;;;Operating company dossier attained from the aggregator of the national registers. The date of access to the website is indicated
